issue,rule,path,baseline_line,disposition,evidence
AaCOzaivkcuVuZeQceN7,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2523,implemented_pending_remote_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceN8,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2663,implemented_pending_remote_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceN9,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2828,implemented_pending_remote_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceN-,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2831,implemented_pending_remote_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceN_,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2872,implemented_pending_remote_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceOA,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2876,implemented_pending_remote_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceOB,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,2963,implemented_pending_remote_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceOC,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,3016,implemented_pending_remote_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceOD,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,3019,implemented_pending_remote_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaivkcuVuZeQceOE,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/style.css,3049,implemented_pending_remote_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaegkcuVuZeQceI7,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/workbench.css,202,implemented_pending_remote_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaegkcuVuZeQceI8,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/workbench.css,250,implemented_pending_remote_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaegkcuVuZeQceI9,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/workbench.css,358,implemented_pending_remote_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzaegkcuVuZeQceI-,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/workbench.css,359,implemented_pending_remote_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzakBkcuVuZeQceO9,python:S8415,plugins/sqlseed-web/src/sqlseed_web/workbench.py,84,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzakBkcuVuZeQceO-,python:S8415,plugins/sqlseed-web/src/sqlseed_web/workbench.py,86,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzakBkcuVuZeQceO_,python:S8415,plugins/sqlseed-web/src/sqlseed_web/workbench.py,88,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzakBkcuVuZeQcePA,python:S8415,plugins/sqlseed-web/src/sqlseed_web/workbench.py,90,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzakBkcuVuZeQcePB,python:S8410,plugins/sqlseed-web/src/sqlseed_web/workbench.py,165,implemented_pending_remote_scan,"Refactored the flagged construct into explicit responsibility: credential selection, validated write probe, conditional branches, Annotated query metadata, shared constants, or single-pass URL credential redaction. Runtime contracts retained."
AaCOzakBkcuVuZeQcePC,python:S8410,plugins/sqlseed-web/src/sqlseed_web/workbench.py,245,implemented_pending_remote_scan,"Refactored the flagged construct into explicit responsibility: credential selection, validated write probe, conditional branches, Annotated query metadata, shared constants, or single-pass URL credential redaction. Runtime contracts retained."
AaCOzak9kcuVuZeQcePZ,python:S8415,plugins/sqlseed-web/src/sqlseed_web/workbench_ai.py,151,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzak9kcuVuZeQcePa,python:S8415,plugins/sqlseed-web/src/sqlseed_web/workbench_ai.py,153,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzak9kcuVuZeQcePb,python:S8415,plugins/sqlseed-web/src/sqlseed_web/workbench_ai.py,161,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzak9kcuVuZeQcePe,python:S3776,plugins/sqlseed-web/src/sqlseed_web/workbench_ai.py,567,implemented_pending_remote_scan,"Extracted independently named validation, scope resolution, framing, or endpoint responsibilities to reduce nesting while retaining the existing order of side effects."
AaCOzak9kcuVuZeQcePf,python:S8415,plugins/sqlseed-web/src/sqlseed_web/workbench_ai.py,626,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzak9kcuVuZeQcePi,python:S8415,plugins/sqlseed-web/src/sqlseed_web/workbench_ai.py,863,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzak9kcuVuZeQcePj,python:S8415,plugins/sqlseed-web/src/sqlseed_web/workbench_ai.py,865,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzalGkcuVuZeQcePl,python:S3358,plugins/sqlseed-web/src/sqlseed_web/workbench_ai_relations.py,171,implemented_pending_remote_scan,"Refactored the flagged construct into explicit responsibility: credential selection, validated write probe, conditional branches, Annotated query metadata, shared constants, or single-pass URL credential redaction. Runtime contracts retained."
AaCVnmlXk0u9GTZlJlny,python:S3776,plugins/sqlseed-web/src/sqlseed_web/workbench_ai_relations.py,240,implemented_pending_remote_scan,"Extracted independently named validation, scope resolution, framing, or endpoint responsibilities to reduce nesting while retaining the existing order of side effects."
AaCOzajqkcuVuZeQceO0,python:S8415,plugins/sqlseed-web/src/sqlseed_web/workbench_data.py,34,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajqkcuVuZeQceO1,python:S8415,plugins/sqlseed-web/src/sqlseed_web/workbench_data.py,38,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajqkcuVuZeQceO2,python:S8415,plugins/sqlseed-web/src/sqlseed_web/workbench_data.py,42,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajqkcuVuZeQceOx,python:S8415,plugins/sqlseed-web/src/sqlseed_web/workbench_data.py,81,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajqkcuVuZeQceOy,python:S8415,plugins/sqlseed-web/src/sqlseed_web/workbench_data.py,86,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajqkcuVuZeQceOz,python:S8415,plugins/sqlseed-web/src/sqlseed_web/workbench_data.py,97,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCVnmgOk0u9GTZlJlnu,python:S3776,plugins/sqlseed-web/src/sqlseed_web/workbench_execution.py,48,implemented_pending_remote_scan,"Extracted independently named validation, scope resolution, framing, or endpoint responsibilities to reduce nesting while retaining the existing order of side effects."
AaCSMMbpQzi-Va3rRBXV,python:S1192,plugins/sqlseed-web/src/sqlseed_web/workbench_runtime.py,70,implemented_pending_remote_scan,"Refactored the flagged construct into explicit responsibility: credential selection, validated write probe, conditional branches, Annotated query metadata, shared constants, or single-pass URL credential redaction. Runtime contracts retained."
AaCSMMbpQzi-Va3rRBXW,python:S8786,plugins/sqlseed-web/src/sqlseed_web/workbench_runtime.py,87,implemented_pending_remote_scan,"Refactored the flagged construct into explicit responsibility: credential selection, validated write probe, conditional branches, Annotated query metadata, shared constants, or single-pass URL credential redaction. Runtime contracts retained."
